Formula	Mass	Element	Classification	D00R01	D00R02	D00R03	D00R04	D00R05	D00R06	D03R01	D03R02	D03R03	D03R04	D03R05	D03R06	D06R01	D06R02	D06R03	D06R04	D06R05	D06R06	D09R01	D09R02	D09R03	D09R04	D09R05	D09R06	D12R01	D12R02	D12R03	D12R04	D12R05	D12R06	D24R01	D24R02	D24R03	D24R04	D24R05	D24R06	D48R01	D48R02	D48R03	D48R04	D48R05	D48R06	D96R01	D96R02	D96R03	D96R04	D96R05	D96R06
C34H22O7	542.136555	CH(O)	condensed aromatics	0	0	0.000190479	0	0.000141685	0.000134456	0	0	6.21E-05	0	8.56E-05	0.000195011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H23O12P	654.092717	CH(O)P	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000191789	0	0	0	0	0	0
C34H24O7	544.152205	CH(O)	lignin	0.000224159	0.000227469	0.000203711	0	0.000230577	0.000235673	0	0	8.10E-05	0	0.000100508	0.000250703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H25O14N	671.127509	CH(O)N	lignin	0	0	0	0	0	0	0	0	0	0	0	4.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H26O2N2	494.199428	CH(O)N	unsaturated hydrocarbons	0.000151708	0	0	0.000161781	0.000141853	0.000111678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H26O3N2	510.194343	CH(O)N	unsaturated hydrocarbons	0.000212067	0.000218441	0.000232411	0.000240218	0.000261875	0.000212049	0.000110936	0.000157544	0.000138429	0.000168994	0.000172832	0.000232286	0	0	0	5.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H26O3N4	538.200491	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H26O5S	546.150096	CH(O)S	lignin	0	0	0	0	0	0	0	0	9.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H27N4P	522.197333	CH(O)NP	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	6.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H28O2	468.20893	CH(O)	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H28O2N2	496.215078	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0.000136342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H28O3	484.203845	CH(O)	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H28ON2	480.220163	CH(O)N	unsaturated hydrocarbons	0.000242026	0.000321737	0.000331065	0.000288341	0.00028406	0.000310881	0	0	6.03E-05	8.23E-05	7.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H30	438.23475	CH(O)	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63E-05	0	0.000118815	0	0.000123818	0.000138302	0	0	0	0	0	0	0	0	0	0	2.99E-05	0	6.94E-05	0	0	0.00016097	0	0	0	0	0	0	0	0
C34H31OP	486.211252	CH(O)P	unsaturated hydrocarbons	0	0	0	0	0	0	0.000398209	9.30E-05	0.000469127	0.000654418	0.000484032	0.000357576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H31P	470.216337	CH(O)P	unsaturated hydrocarbons	0.000382283	0.000255237	0.000329438	0.000292412	0.000224942	0.000245361	0.003770024	0.000525087	0.003882892	0.005503918	0.003671212	0.002817812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H32O2NP	517.217066	CH(O)NP	unsaturated hydrocarbons	0	0	0	0	0	0	0.000153505	0	0.000321885	0.00024902	8.38E-05	0.000272849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H32O5S	552.197046	CH(O)S	lignin	0	0	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H32O6	536.21989	CH(O)	lignin	0.000112223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H32ONP	501.222151	CH(O)NP	unsaturated hydrocarbons	0.000287543	0.000179907	0.000233252	0.000174523	0.000131747	0.000120747	0.000552341	0	0.001590688	0.001489688	0.000457742	0.000999142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H33O4PS	568.183718	CH(O)PS	lignin	0	0	0	0	0	0	0	0	0	4.83E-05	5.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H33O6P	568.201477	CH(O)P	lignin	0	0	0	0	0	0	0	0	0.000130162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H34NP	487.242886	CH(O)NP	unsaturated hydrocarbons	0.00066761	0.000386295	0.000466818	0.000252346	0.000649962	0.000409836	0	6.00E-05	0	0.000201818	0.000313238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H34O5NP	567.217461	CH(O)NP	lignin	0.000296061	0	0	0	0	0	4.85E-05	4.77E-05	0.000191293	5.01E-05	0	4.00E-05	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H34O6NP	583.212376	CH(O)NP	lignin	0	0	0	0	0	0	0	0	5.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H34ONP	503.237801	CH(O)NP	unsaturated hydrocarbons	0	0	0.000136688	0	0.000167117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H35O2P	506.237467	CH(O)P	unsaturated hydrocarbons	0	0	0	0	0	0	0	4.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H35O3P	522.232382	CH(O)P	unsaturated hydrocarbons	0.000123991	0	0	0	0	0	6.14E-05	7.21E-05	0.000138651	0	6.13E-05	0.000120154	0	0	4.41E-05	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H36O10NP	649.207686	CH(O)NP	lignin	0.000534609	0.000633425	0.000592886	0.000490743	0	0.000530236	0.000158005	0.000117185	0.000193849	0.00016371	0.000243211	0.000238695	8.71E-05	0	4.12E-05	0	0	0	0.000108273	0	6.69E-05	0	0	0	4.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H36O13NP	697.192431	CH(O)NP	lignin	0	0	0	0	0.000273079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H36O2NP	521.248366	CH(O)NP	unsaturated hydrocarbons	0	0	0	0	0	0	0	3.98E-05	0	0	3.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167945	0.00024561	0.000216487	0	0
C34H36O3NP	537.243281	CH(O)NP	unsaturated hydrocarbons	0	0.000307271	0.000274536	0.000167975	0.000312533	0.000299289	0	0	0	6.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152956	0	0	0	0	0	0.000161474	0	0	0
C34H36O4NP	553.238196	CH(O)NP	lignin	0.000167716	0	0.00020016	0.000135113	0.000127601	0.000125747	4.25E-05	0	8.52E-05	5.35E-05	4.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H36ONP	505.253451	CH(O)NP	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.84E-05	0	0	0	0	0	0	0	0.00018087	0	0	0
C34H37O16P	732.181927	CH(O)P	lignin	0	0	0	0	0	0	0	0	0	0	4.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H37O4P	540.242947	CH(O)P	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H37OP	492.258202	CH(O)P	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221024	0.000615384	0.000245773	0	0
C34H38O10	606.2465	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	4.56E-05	0	0	0	0	4.92E-05	0.000133137	0	4.59E-05	0	6.00E-05	9.21E-05	6.58E-05	0	0	0	0	6.83E-05	0.000100932	0	0	0	0	6.16E-05	0.000128791	0	0	0	0	0	0.000368589	0	0	0	0	0
C34H38O10N4	662.258796	CH(O)N	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189785	0	0	0	0
C34H38O11	622.241415	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	3.41E-05	0	0	0	0	0	0.000116229	0	0	0	0	7.26E-05	7.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368774
C34H38O12	638.23633	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000600725	0	0	0	0	0	0.002803176
C34H38O13	654.231245	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704466	0	0	0	0	0	0.001232545
C34H38O20	766.19565	CH(O)	lignin	0.000185174	0.000208857	0.000245804	0.000214553	0.000229389	0.000214221	7.54E-05	0.000117335	0.000106994	0.000112534	9.37E-05	0.00012075	0	0	0	4.61E-05	0	0	0	0	0	0	6.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38O2NP	523.264016	CH(O)NP	unsaturated hydrocarbons	0.000203489	0	0.000115549	0	0.000197286	0.000190112	0.000229129	0	0.000158006	0.000115012	8.46E-05	8.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38O3NP	539.258931	CH(O)NP	unsaturated hydrocarbons	0.000139664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38O5S	558.243996	CH(O)S	lignin	0	0	0	0	0	0	8.01E-05	0	0	0.000254918	0.00016798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38O8N4	630.268966	CH(O)N	lignin	0	0	0	0	0	0	0	0	7.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38O8NP	619.233506	CH(O)NP	lignin	0	0	0	0	0	0	0	0	0.000284494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38O9	590.251585	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62E-05	7.34E-05	0	0	0	0	5.07E-05	6.37E-05	5.66E-05	0	0	0	0.000100638	0.00011127	3.46E-05	9.62E-05	6.52E-05	0	0.000233137	0.000259729	0	0.000220434	0.000297631	0	0.000167555	0.000230706	0	0.000133478	0.000510854
C34H38O9NP	635.228421	CH(O)NP	lignin	0	0	0	0	0	0	6.75E-05	0	8.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H38ONP	507.269101	CH(O)NP	unsaturated hydrocarbons	0.000182175	0.000133395	0.000134019	0.000111721	0.000189644	0.000136081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224018	0	0	0
C34H39N3	489.314397	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O11N3S	697.230533	CH(O)NS	lignin	0	0	0	0	0	0	3.94E-05	0	0	4.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O2N3	521.304227	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165085	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O3P	526.263682	CH(O)P	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O4P	542.258597	CH(O)P	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O5N2P	586.25966	CH(O)NP	lignin	0	0	0	0	0	0	5.91E-05	3.89E-05	0.000157883	6.40E-05	4.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O5P	558.253512	CH(O)P	lignin	0	0	0	0.000107037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39O8N	589.267569	CH(O)N	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31E-05	0	0	2.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39ON3	505.309312	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39ONS	509.275235	CH(O)NS	unsaturated hydrocarbons	0	0	0	0.000140194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H39P	478.278937	CH(O)P	unsaturated hydrocarbons	0.000169292	0	0.000131812	0	0.000158366	0.00011761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O10	608.26215	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92E-05	0.000178314	0.000265263	0.00010726	0	6.47E-05	4.04E-05	0.000135745	0.000118701	0	0	0	4.49E-05	4.66E-05	0.000130911	0	0	0	0	0.000141707	0	0	0	0	0	0	0	0	0	0
C34H40O11	624.257065	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	3.85E-05	0	0	0	0	0	0.00014413	0	0	0	0	0	8.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418454	0	0	0.000179637	0	0	0.001293363
C34H40O12	640.25198	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32E-05	0	0	0	0	5.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179098	0	0	0
C34H40O13	656.246895	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O14	672.24181	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O20	768.2113	CH(O)	lignin	0.000239859	0.000260982	0.000312832	0.000324091	0	0.000289243	8.65E-05	0.000131258	0.00015397	0.000179005	0.000116888	0.00030094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O21	784.206215	CH(O)	lignin	0.000423484	0.00037581	0.000452565	0.000391471	0	0.000360813	0.000124931	9.68E-05	0.000176191	0.000153419	0.000142516	0.000285254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O22	800.20113	CH(O)	lignin	0	0	0.000219044	0.000149322	0	0.000149411	0	0	0	0	0	8.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O3NP	541.274581	CH(O)NP	unsaturated hydrocarbons	0	0	0	0	0	0	0	5.24E-05	0	7.48E-05	0	0	0	0	0	0	0	0	0	4.79E-05	0	0	5.84E-05	3.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O3S	528.269816	CH(O)S	unsaturated hydrocarbons	0.000183185	0.00012823	0.000120063	0	0	0.000128723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O5NP	573.264411	CH(O)NP	lignin	0	0	0	0	0	0	3.92E-05	0	8.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O6N3P	617.265474	CH(O)NP	lignin	0	0	0	0	0	0	0	0	0.000125746	4.65E-05	0	0	0	0	0	0	4.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O6NP	589.259326	CH(O)NP	lignin	0	0	0	0	0	0	0	0	0.000421147	0	0	0	0	3.71E-05	4.24E-05	0	4.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H40O9	592.267235	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105343	0.000153325	0	0	0	0.000167042	0.000250895	9.44E-05	0	0	0	0.000123834	0.000176402	8.26E-05	0	0	0	0.000254055	0.000340161	5.64E-05	0	0	0	0.000606041	0.001292662	0	0	0	0	0.000582894	0.001142228	0	0	0
C34H40O9N4	648.279531	CH(O)N	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43E-05	0	0	0	0	0	0.000166658	0	0	0	0	0	0	0	0	0	0
C34H41O2NS	527.2858	CH(O)NS	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	7.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H41O4N2P	572.280395	CH(O)NP	lignin	0.000192603	0.000139153	0	0	0.000178615	0	0	0	0.000113427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H41O8N3S	651.261438	CH(O)NS	lignin	0	0	0.00168749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O10	610.2778	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424272	0	0	0	0	0	0	0	0	0	0	0	0.000124031	0	0	0	0	0	4.11E-05	3.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O13	658.262545	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O19	754.232035	CH(O)	lignin	0.000867072	0.001075628	0.000978489	0.000990504	0.001116073	0.001060876	0.000102431	0.000165739	0.000662282	0.000807308	0.001106027	0.000439239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O20	770.22695	CH(O)	lignin	0	0	0	0	0.0002382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O2NP	527.295316	CH(O)NP	unsaturated hydrocarbons	0.000127411	0.000153199	0.000140876	0	0.000149712	0.000137623	0	4.15E-05	0.000101535	6.09E-05	4.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021263	0.000623206	0.000243416	0	0
C34H42O3NP	543.290231	CH(O)NP	unsaturated hydrocarbons	0	0	0	0.000131416	0	0	0	8.08E-05	0.000108146	0	5.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O4NP	559.285146	CH(O)NP	lignin	0	0	0	0	0	0	0	9.71E-05	0.000156218	6.89E-05	6.29E-05	0	0	0	3.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170642	0.000192906	0.000133138	0	0
C34H42O5NP	575.280061	CH(O)NP	lignin	0	0	0	0	0	0	0	4.77E-05	0.000147393	4.79E-05	5.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42O6S	578.270211	CH(O)S	lignin	0.000169398	0	0.000153789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H42ON4	522.335861	CH(O)N	unsaturated hydrocarbons	0	0	0	0	0	0	0	0	0	0	0	4.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H43O17N	737.253104	CH(O)N	lignin	0	0.000144624	0.000162761	0.000119714	0	0.000236517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H43O8N3S	653.277088	CH(O)NS	lignin	0	0	0	0.000650084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C34H44O10	612.29345	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01E-05	0	0.000150613	0.000128816	0	0	0	0	0.00016278	5.08E-05	0	0	4.55E-05	0	0.000158596	7.96E-05	0	0	0	0	0.000497991	0.000206491	0	0	0	0	0.000361496	0.000180894	0
C34H44O11	628.288365	CH(O)	lignin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06E-05	0	0.00020968	0.000392904	0	0	0	0	9.00E-05	0.000165363	0	0	0	0	4.24E-05	0.000234915	0	0	0	0	0.000189924	0.000368954	0	0	0	0	0	0.000400326	0.000318124
C34H44O12	644.28328	CH(O)	lignin	0	0	0	0	0	0	0	9.12E-05	0	6.03E-05	7.62E-05	0	0	0	0	0	0	0	0	0	0	0	0.000237321	0	0	0	0	0	0.000134868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133302	0
